participant_id,level,sub,attempt_idx,success,failures_used,a,b,c,theta
P163,12,2,1,0,0,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P163,12,2,2,1,1,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P163,12,3,1,1,1,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P163,13,1,1,0,1,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P163,13,1,2,1,2,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P163,13,2,1,0,2,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P163,13,2,2,1,3,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P163,13,3,1,1,3,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P163,14,1,1,1,3,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P163,14,2,1,1,3,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P163,14,3,1,1,3,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P163,15,1,1,1,3,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P163,15,2,1,1,3,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P163,15,3,1,1,3,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P163,16,1,1,1,3,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P163,16,2,1,0,3,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P163,16,2,2,0,4,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P164,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0941422305469608
P164,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0941422305469608
P164,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0941422305469608
P164,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0941422305469608
P164,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0941422305469608
P164,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0941422305469608
P164,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.0941422305469608
P164,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.0941422305469608
P164,3,3,1,0,0,1.62286811835918,-2.51939703992102,0.0,-0.0941422305469608
P164,3,3,2,1,1,1.62286811835918,-2.51939703992102,0.0,-0.0941422305469608
P164,4,1,1,1,1,1.8657258177397,-1.80481972884625,0.0,-0.0941422305469608
P164,4,2,1,1,1,1.8657258177397,-1.80481972884625,0.0,-0.0941422305469608
P164,4,3,1,1,1,1.8657258177397,-1.80481972884625,0.0,-0.0941422305469608
P164,5,1,1,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0941422305469608
P164,5,2,1,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0941422305469608
P164,5,3,1,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0941422305469608
P164,6,1,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0941422305469608
P164,6,2,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0941422305469608
P164,6,3,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0941422305469608
P164,7,1,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0941422305469608
P164,7,2,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0941422305469608
P164,7,3,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0941422305469608
P164,8,1,1,0,1,2.83974491578694,-0.695732139736016,0.0,-0.0941422305469608
P164,8,1,2,0,2,2.83974491578694,-0.695732139736016,0.0,-0.0941422305469608
P164,8,1,3,1,3,2.83974491578694,-0.695732139736016,0.0,-0.0941422305469608
P164,8,2,1,0,3,2.83974491578694,-0.695732139736016,0.0,-0.0941422305469608
P164,8,2,2,0,4,2.83974491578694,-0.695732139736016,0.0,-0.0941422305469608
P165,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.270746266779355
P165,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.270746266779355
P165,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.270746266779355
P165,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.270746266779355
P165,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.270746266779355
P165,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.270746266779355
P165,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.270746266779355
P165,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.270746266779355
P165,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.270746266779355
P165,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.270746266779355
P165,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.270746266779355
P165,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.270746266779355
P165,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.270746266779355
P165,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.270746266779355
P165,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.270746266779355
P165,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.270746266779355
P165,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.270746266779355
P165,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.270746266779355
P165,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.270746266779355
P165,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.270746266779355
P165,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.270746266779355
P165,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.270746266779355
P165,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.270746266779355
P165,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.270746266779355
P165,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.270746266779355
P165,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.270746266779355
P165,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.270746266779355
P165,10,1,1,0,0,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,10,1,2,1,1,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,10,2,1,0,1,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,10,2,2,1,2,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,10,3,1,0,2,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,10,3,2,1,3,3.07268699153996,0.0688790090424727,0.0,0.270746266779355
P165,11,1,1,1,3,2.8778338954287,0.469069252198673,0.0,0.270746266779355
P165,11,2,1,1,3,2.8778338954287,0.469069252198673,0.0,0.270746266779355
P165,11,3,1,1,3,2.8778338954287,0.469069252198673,0.0,0.270746266779355
P165,12,1,1,1,3,1.85023453011675,0.439027781732682,0.0,0.270746266779355
P165,12,2,1,0,3,1.85023453011675,0.439027781732682,0.0,0.270746266779355
P165,12,2,2,1,4,1.85023453011675,0.439027781732682,0.0,0.270746266779355
P165,12,3,1,1,4,1.85023453011675,0.439027781732682,0.0,0.270746266779355
P165,13,1,1,0,4,2.8676993930155,0.612395677266052,0.0,0.270746266779355
P166,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.06225418398945
P166,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.06225418398945
P166,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.06225418398945
P166,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.06225418398945
P166,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.06225418398945
P166,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.06225418398945
P166,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.06225418398945
P166,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.06225418398945
P166,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.06225418398945
P166,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.06225418398945
P166,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.06225418398945
P166,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.06225418398945
P166,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.06225418398945
P166,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.06225418398945
P166,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.06225418398945
P166,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.06225418398945
P166,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.06225418398945
P166,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.06225418398945
P166,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.06225418398945
P166,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.06225418398945
P166,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.06225418398945
P166,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.06225418398945
P166,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.06225418398945
P166,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.06225418398945
P166,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.06225418398945
P166,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.06225418398945
P166,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.06225418398945
P166,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.06225418398945
P166,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.06225418398945
P166,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.06225418398945
P166,11,1,1,1,0,2.8778338954287,0.469069252198673,0.0,1.06225418398945
P166,11,2,1,1,0,2.8778338954287,0.469069252198673,0.0,1.06225418398945
P166,11,3,1,1,0,2.8778338954287,0.469069252198673,0.0,1.06225418398945
P166,12,1,1,1,0,1.85023453011675,0.439027781732682,0.0,1.06225418398945
P166,12,2,1,1,0,1.85023453011675,0.439027781732682,0.0,1.06225418398945
P166,12,3,1,1,0,1.85023453011675,0.439027781732682,0.0,1.06225418398945
P166,13,1,1,1,0,2.8676993930155,0.612395677266052,0.0,1.06225418398945
P166,13,2,1,1,0,2.8676993930155,0.612395677266052,0.0,1.06225418398945
P166,13,3,1,1,0,2.8676993930155,0.612395677266052,0.0,1.06225418398945
P166,14,1,1,1,0,2.24366192338983,0.386217647199829,0.0,1.06225418398945
P166,14,2,1,1,0,2.24366192338983,0.386217647199829,0.0,1.06225418398945
P166,14,3,1,0,0,2.24366192338983,0.386217647199829,0.0,1.06225418398945
P166,14,3,2,1,1,2.24366192338983,0.386217647199829,0.0,1.06225418398945
P166,15,1,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.06225418398945
P166,15,2,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.06225418398945
P166,15,3,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.06225418398945
P166,16,1,1,1,1,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,16,2,1,1,1,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,16,3,1,0,1,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,16,3,2,0,2,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,16,3,3,0,3,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,16,3,4,1,4,2.28346220377164,0.822695160027271,0.0,1.06225418398945
P166,17,1,1,1,4,3.50771629774426,0.985915684536229,0.0,1.06225418398945
P166,17,2,1,0,4,3.50771629774426,0.985915684536229,0.0,1.06225418398945
P167,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.370496766659677
P167,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.370496766659677
P167,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.370496766659677
P167,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.370496766659677
P167,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.370496766659677
P167,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.370496766659677
P167,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.370496766659677
P167,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.370496766659677
P167,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.370496766659677
P167,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.370496766659677
P167,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.370496766659677
P167,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.370496766659677
P167,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.370496766659677
P167,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.370496766659677
P167,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.370496766659677
P167,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.370496766659677
P167,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.370496766659677
P167,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.370496766659677
P167,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,-0.370496766659677
P167,7,2,1,0,0,2.49705209633582,-0.810631129810022,0.0,-0.370496766659677
P167,7,2,2,1,1,2.49705209633582,-0.810631129810022,0.0,-0.370496766659677
P167,7,3,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.370496766659677
P167,8,1,1,1,1,2.83974491578694,-0.695732139736016,0.0,-0.370496766659677
P167,8,2,1,1,1,2.83974491578694,-0.695732139736016,0.0,-0.370496766659677
P167,8,3,1,1,1,2.83974491578694,-0.695732139736016,0.0,-0.370496766659677
P167,9,1,1,1,1,2.81370429197531,-0.571760959684828,0.0,-0.370496766659677
P167,9,2,1,1,1,2.81370429197531,-0.571760959684828,0.0,-0.370496766659677
P167,9,3,1,0,1,2.81370429197531,-0.571760959684828,0.0,-0.370496766659677
P167,9,3,2,1,2,2.81370429197531,-0.571760959684828,0.0,-0.370496766659677
P167,10,1,1,0,2,3.07268699153996,0.0688790090424727,0.0,-0.370496766659677
P167,10,1,2,1,3,3.07268699153996,0.0688790090424727,0.0,-0.370496766659677
P167,10,2,1,1,3,3.07268699153996,0.0688790090424727,0.0,-0.370496766659677
P167,10,3,1,1,3,3.07268699153996,0.0688790090424727,0.0,-0.370496766659677
P167,11,1,1,0,3,2.8778338954287,0.469069252198673,0.0,-0.370496766659677
P167,11,1,2,0,4,2.8778338954287,0.469069252198673,0.0,-0.370496766659677
P168,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.337725226847141
P168,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.337725226847141
P168,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.337725226847141
P168,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.337725226847141
P168,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.337725226847141
P168,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.337725226847141
P168,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.337725226847141
P168,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.337725226847141
P168,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.337725226847141
P168,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.337725226847141
P168,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.337725226847141
P168,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.337725226847141
P168,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.337725226847141
P168,5,2,1,0,0,2.10984433229192,-1.2208666336445,0.0,-0.337725226847141
P168,5,2,2,1,1,2.10984433229192,-1.2208666336445,0.0,-0.337725226847141
P168,5,3,1,0,1,2.10984433229192,-1.2208666336445,0.0,-0.337725226847141
P168,5,3,2,1,2,2.10984433229192,-1.2208666336445,0.0,-0.337725226847141
P168,6,1,1,1,2,2.57547722404081,-1.06660843663883,0.0,-0.337725226847141
P168,6,2,1,1,2,2.57547722404081,-1.06660843663883,0.0,-0.337725226847141
P168,6,3,1,1,2,2.57547722404081,-1.06660843663883,0.0,-0.337725226847141
P168,7,1,1,1,2,2.49705209633582,-0.810631129810022,0.0,-0.337725226847141
P168,7,2,1,1,2,2.49705209633582,-0.810631129810022,0.0,-0.337725226847141
P168,7,3,1,1,2,2.49705209633582,-0.810631129810022,0.0,-0.337725226847141
P168,8,1,1,0,2,2.83974491578694,-0.695732139736016,0.0,-0.337725226847141
P168,8,1,2,0,3,2.83974491578694,-0.695732139736016,0.0,-0.337725226847141
P168,8,1,3,1,4,2.83974491578694,-0.695732139736016,0.0,-0.337725226847141
P168,8,2,1,1,4,2.83974491578694,-0.695732139736016,0.0,-0.337725226847141
P168,8,3,1,0,4,2.83974491578694,-0.695732139736016,0.0,-0.337725226847141
P169,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.24423944094885
P169,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.24423944094885
P169,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.24423944094885
P169,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.24423944094885
P169,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.24423944094885
P169,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.24423944094885
P169,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.24423944094885
P169,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.24423944094885
P169,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.24423944094885
P169,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.24423944094885
P169,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.24423944094885
P169,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.24423944094885
P169,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.24423944094885
P169,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.24423944094885
P169,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.24423944094885
P169,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.24423944094885
P169,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.24423944094885
P169,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.24423944094885
P169,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.24423944094885
P169,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.24423944094885
P169,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.24423944094885
P169,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.24423944094885
P169,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.24423944094885
P169,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.24423944094885
P169,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.24423944094885
P169,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.24423944094885
P169,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.24423944094885
P169,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.24423944094885
P169,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.24423944094885
P169,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.24423944094885
P169,11,1,1,1,0,2.8778338954287,0.469069252198673,0.0,1.24423944094885
P169,11,2,1,1,0,2.8778338954287,0.469069252198673,0.0,1.24423944094885
P169,11,3,1,1,0,2.8778338954287,0.469069252198673,0.0,1.24423944094885
P169,12,1,1,1,0,1.85023453011675,0.439027781732682,0.0,1.24423944094885
P169,12,2,1,1,0,1.85023453011675,0.439027781732682,0.0,1.24423944094885
P169,12,3,1,1,0,1.85023453011675,0.439027781732682,0.0,1.24423944094885
P169,13,1,1,0,0,2.8676993930155,0.612395677266052,0.0,1.24423944094885
P169,13,1,2,1,1,2.8676993930155,0.612395677266052,0.0,1.24423944094885
P169,13,2,1,1,1,2.8676993930155,0.612395677266052,0.0,1.24423944094885
P169,13,3,1,1,1,2.8676993930155,0.612395677266052,0.0,1.24423944094885
P169,14,1,1,0,1,2.24366192338983,0.386217647199829,0.0,1.24423944094885
P169,14,1,2,1,2,2.24366192338983,0.386217647199829,0.0,1.24423944094885
P169,14,2,1,1,2,2.24366192338983,0.386217647199829,0.0,1.24423944094885
P169,14,3,1,1,2,2.24366192338983,0.386217647199829,0.0,1.24423944094885
P169,15,1,1,1,2,1.95478853968378,0.0246085668738279,0.0,1.24423944094885
P169,15,2,1,1,2,1.95478853968378,0.0246085668738279,0.0,1.24423944094885
P169,15,3,1,1,2,1.95478853968378,0.0246085668738279,0.0,1.24423944094885
P169,16,1,1,1,2,2.28346220377164,0.822695160027271,0.0,1.24423944094885
P169,16,2,1,1,2,2.28346220377164,0.822695160027271,0.0,1.24423944094885
P169,16,3,1,1,2,2.28346220377164,0.822695160027271,0.0,1.24423944094885
P169,17,1,1,0,2,3.50771629774426,0.985915684536229,0.0,1.24423944094885
P169,17,1,2,1,3,3.50771629774426,0.985915684536229,0.0,1.24423944094885
P169,17,2,1,1,3,3.50771629774426,0.985915684536229,0.0,1.24423944094885
P169,17,3,1,1,3,3.50771629774426,0.985915684536229,0.0,1.24423944094885
P169,18,1,1,1,3,3.03216134850091,1.29048937829923,0.0,1.24423944094885
P169,18,2,1,0,3,3.03216134850091,1.29048937829923,0.0,1.24423944094885
P169,18,2,2,0,4,3.03216134850091,1.29048937829923,0.0,1.24423944094885
P170,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.21990791838503
P170,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.21990791838503
P170,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.21990791838503
P170,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.21990791838503
P170,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.21990791838503
P170,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.21990791838503
P170,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.21990791838503
P170,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.21990791838503
P170,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.21990791838503
P170,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.21990791838503
P170,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.21990791838503
P170,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.21990791838503
P170,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.21990791838503
P170,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.21990791838503
P170,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.21990791838503
P170,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.21990791838503
P170,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.21990791838503
P170,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.21990791838503
P170,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.21990791838503
P170,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.21990791838503
P170,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.21990791838503
P170,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.21990791838503
P170,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.21990791838503
P170,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.21990791838503
P170,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.21990791838503
P170,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.21990791838503
P170,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.21990791838503
P170,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.21990791838503
P170,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.21990791838503
P170,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.21990791838503
P170,11,1,1,1,0,2.8778338954287,0.469069252198673,0.0,1.21990791838503
P170,11,2,1,1,0,2.8778338954287,0.469069252198673,0.0,1.21990791838503
P170,11,3,1,1,0,2.8778338954287,0.469069252198673,0.0,1.21990791838503
P170,12,1,1,1,0,1.85023453011675,0.439027781732682,0.0,1.21990791838503
P170,12,2,1,1,0,1.85023453011675,0.439027781732682,0.0,1.21990791838503
P170,12,3,1,1,0,1.85023453011675,0.439027781732682,0.0,1.21990791838503
P170,13,1,1,1,0,2.8676993930155,0.612395677266052,0.0,1.21990791838503
P170,13,2,1,1,0,2.8676993930155,0.612395677266052,0.0,1.21990791838503
P170,13,3,1,1,0,2.8676993930155,0.612395677266052,0.0,1.21990791838503
P170,14,1,1,1,0,2.24366192338983,0.386217647199829,0.0,1.21990791838503
P170,14,2,1,0,0,2.24366192338983,0.386217647199829,0.0,1.21990791838503
P170,14,2,2,1,1,2.24366192338983,0.386217647199829,0.0,1.21990791838503
P170,14,3,1,1,1,2.24366192338983,0.386217647199829,0.0,1.21990791838503
P170,15,1,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.21990791838503
P170,15,2,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.21990791838503
P170,15,3,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.21990791838503
P170,16,1,1,1,1,2.28346220377164,0.822695160027271,0.0,1.21990791838503
P170,16,2,1,0,1,2.28346220377164,0.822695160027271,0.0,1.21990791838503
P170,16,2,2,1,2,2.28346220377164,0.822695160027271,0.0,1.21990791838503
P170,16,3,1,1,2,2.28346220377164,0.822695160027271,0.0,1.21990791838503
P170,17,1,1,1,2,3.50771629774426,0.985915684536229,0.0,1.21990791838503
P170,17,2,1,1,2,3.50771629774426,0.985915684536229,0.0,1.21990791838503
P170,17,3,1,1,2,3.50771629774426,0.985915684536229,0.0,1.21990791838503
P170,18,1,1,1,2,3.03216134850091,1.29048937829923,0.0,1.21990791838503
P170,18,2,1,1,2,3.03216134850091,1.29048937829923,0.0,1.21990791838503
P170,18,3,1,0,2,3.03216134850091,1.29048937829923,0.0,1.21990791838503
P170,18,3,2,1,3,3.03216134850091,1.29048937829923,0.0,1.21990791838503
P170,19,1,1,0,3,2.76393825829911,1.7531528502311,0.0,1.21990791838503
P170,19,1,2,0,4,2.76393825829911,1.7531528502311,0.0,1.21990791838503
P171,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.84467055321963
P171,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.84467055321963
P171,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.84467055321963
P171,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.84467055321963
P171,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.84467055321963
P171,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.84467055321963
P171,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.84467055321963
P171,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.84467055321963
P171,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.84467055321963
P171,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.84467055321963
P171,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.84467055321963
P171,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.84467055321963
P171,5,1,1,0,0,2.10984433229192,-1.2208666336445,0.0,-0.84467055321963
