AccountId,AssessmentId,AssessmentVersionId,Score,DisplayScore,Percentage,Percentile,CreationDate,AssessmentResultId,AnswerTypeId,ResourceDescription,TotalResponses,CorrectResponses,BonusAwards,Level,FailedLevels,EarlyResponses,LateResponses
694405,20,114,25,2500,29.76190476,0,2025-10-13 10:13:43,6979571,4,Level,,,,11,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",,
694405,20,114,25,2500,29.76190476,0,2025-10-13 10:13:43,6979571,6,Bonus Awards,,,0,,,,
694274,20,114,49,4900,58.33333333,0,2025-10-13 10:13:10,6979561,2,Responses,53,49,,,,16,6
694274,20,114,49,4900,58.33333333,0,2025-10-13 10:13:10,6979561,3,Reaction Time,,,,,,,
694274,20,114,49,4900,58.33333333,0,2025-10-13 10:13:10,6979561,4,Level,,,,19,"16:1:14,18:1:16,19:1:18,20:1:18,20:2:19",,
694274,20,114,49,4900,58.33333333,0,2025-10-13 10:13:10,6979561,6,Bonus Awards,,,0,,,,
694399,20,114,25,2500,29.76190476,0,2025-10-13 10:12:56,6979559,2,Responses,28,25,,,,12,0
694399,20,114,25,2500,29.76190476,0,2025-10-13 10:12:56,6979559,3,Reaction Time,,,,,,,
694399,20,114,25,2500,29.76190476,0,2025-10-13 10:12:56,6979559,4,Level,,,,11,"10:1:8,11:1:9,11:2:9,11:3:10,12:1:10",,
694399,20,114,25,2500,29.76190476,0,2025-10-13 10:12:56,6979559,6,Bonus Awards,,,0,,,,
694401,20,114,23,2300,27.38095238,0,2025-10-13 10:12:53,6979558,2,Responses,26,23,,,,1,0
694401,20,114,23,2300,27.38095238,0,2025-10-13 10:12:53,6979558,3,Reaction Time,,,,,,,
694401,20,114,23,2300,27.38095238,0,2025-10-13 10:12:53,6979558,4,Level,,,,11,"9:1:7,9:2:8,10:1:8,11:1:9,12:1:10",,
694401,20,114,23,2300,27.38095238,0,2025-10-13 10:12:53,6979558,6,Bonus Awards,,,0,,,,
694398,20,114,24,2400,28.57142857,0,2025-10-13 10:11:23,6979542,2,Responses,25,24,,,,1,5
694398,20,114,24,2400,28.57142857,0,2025-10-13 10:11:23,6979542,3,Reaction Time,,,,,,,
694398,20,114,24,2400,28.57142857,0,2025-10-13 10:11:23,6979542,4,Level,,,,11,"8:1:7,11:1:9,11:2:9,11:3:10,12:1:10",,
694398,20,114,24,2400,28.57142857,0,2025-10-13 10:11:23,6979542,6,Bonus Awards,,,0,,,,
694404,20,114,25,2500,29.76190476,0,2025-10-13 10:10:32,6979527,2,Responses,27,25,,,,1,3
694404,20,114,25,2500,29.76190476,0,2025-10-13 10:10:32,6979527,3,Reaction Time,,,,,,,
694404,20,114,25,2500,29.76190476,0,2025-10-13 10:10:32,6979527,4,Level,,,,11,"6:1:5,8:1:6,11:1:9,11:2:9,12:1:10",,
694404,20,114,25,2500,29.76190476,0,2025-10-13 10:10:32,6979527,6,Bonus Awards,,,0,,,,
694419,20,114,25,2500,29.76190476,0,2025-10-13 10:09:52,6979519,2,Responses,26,25,,,,3,2
694419,20,114,25,2500,29.76190476,0,2025-10-13 10:09:52,6979519,3,Reaction Time,,,,,,,
694419,20,114,25,2500,29.76190476,0,2025-10-13 10:09:52,6979519,4,Level,,,,11,"9:1:8,11:1:9,11:2:10,12:1:10,12:2:11",,
694419,20,114,25,2500,29.76190476,0,2025-10-13 10:09:52,6979519,6,Bonus Awards,,,0,,,,
694415,20,114,26,2600,30.95238095,0,2025-10-13 10:09:48,6979518,2,Responses,29,26,,,,3,0
694415,20,114,26,2600,30.95238095,0,2025-10-13 10:09:48,6979518,3,Reaction Time,,,,,,,
694415,20,114,26,2600,30.95238095,0,2025-10-13 10:09:48,6979518,4,Level,,,,11,"10:1:8,11:1:9,12:1:10,12:2:10,12:3:11",,
694415,20,114,26,2600,30.95238095,0,2025-10-13 10:09:48,6979518,6,Bonus Awards,,,0,,,,
694410,20,114,28,2800,33.33333333,0,2025-10-13 10:09:32,6979516,2,Responses,31,28,,,,4,7
694410,20,114,28,2800,33.33333333,0,2025-10-13 10:09:32,6979516,3,Reaction Time,,,,,,,
694410,20,114,28,2800,33.33333333,0,2025-10-13 10:09:32,6979516,4,Level,,,,12,"6:1:4,9:1:7,11:1:9,11:2:9,13:1:11",,
694410,20,114,28,2800,33.33333333,0,2025-10-13 10:09:32,6979516,6,Bonus Awards,,,0,,,,
694418,20,114,14,1400,16.66666667,0,2025-10-13 10:09:09,6979512,2,Responses,18,14,,,,2,1
694418,20,114,14,1400,16.66666667,0,2025-10-13 10:09:09,6979512,3,Reaction Time,,,,,,,
694418,20,114,14,1400,16.66666667,0,2025-10-13 10:09:09,6979512,4,Level,,,,8,"7:1:5,7:2:5,8:1:6,9:1:7,9:2:7",,
694418,20,114,14,1400,16.66666667,0,2025-10-13 10:09:09,6979512,6,Bonus Awards,,,0,,,,
694400,20,114,14,1400,16.66666667,0,2025-10-13 10:08:20,6979503,2,Responses,17,14,,,,2,5
694400,20,114,14,1400,16.66666667,0,2025-10-13 10:08:20,6979503,3,Reaction Time,,,,,,,
694400,20,114,14,1400,16.66666667,0,2025-10-13 10:08:20,6979503,4,Level,,,,7,"6:1:4,6:2:5,7:1:5,8:1:6,8:2:6",,
694400,20,114,14,1400,16.66666667,0,2025-10-13 10:08:20,6979503,6,Bonus Awards,,,0,,,,
694409,20,114,12,1200,14.28571429,0,2025-10-13 10:08:13,6979501,2,Responses,16,12,,,,0,1
694409,20,114,12,1200,14.28571429,0,2025-10-13 10:08:13,6979501,3,Reaction Time,,,,,,,
694409,20,114,12,1200,14.28571429,0,2025-10-13 10:08:13,6979501,4,Level,,,,7,"6:1:4,7:1:5,7:2:5,8:1:6,8:2:6",,
694409,20,114,12,1200,14.28571429,0,2025-10-13 10:08:13,6979501,6,Bonus Awards,,,0,,,,
694402,20,114,23,2300,27.38095238,0,2025-10-13 10:08:11,6979500,2,Responses,27,23,,,,4,0
694402,20,114,23,2300,27.38095238,0,2025-10-13 10:08:11,6979500,3,Reaction Time,,,,,,,
694402,20,114,23,2300,27.38095238,0,2025-10-13 10:08:11,6979500,4,Level,,,,11,"9:1:7,10:1:8,10:2:8,11:1:9,12:1:10",,
694402,20,114,23,2300,27.38095238,0,2025-10-13 10:08:11,6979500,6,Bonus Awards,,,0,,,,
694411,20,114,19,1900,22.61904762,0,2025-10-13 10:06:22,6979482,2,Responses,19,19,,,,0,3
694411,20,114,19,1900,22.61904762,0,2025-10-13 10:06:22,6979482,3,Reaction Time,,,,,,,
694411,20,114,19,1900,22.61904762,0,2025-10-13 10:06:22,6979482,4,Level,,,,9,"7:1:6,8:1:6,9:1:7,9:2:7,10:1:8",,
694411,20,114,19,1900,22.61904762,0,2025-10-13 10:06:22,6979482,6,Bonus Awards,,,0,,,,
693125,20,114,56,5600,66.66666667,0,2025-10-13 09:56:37,6979401,2,Responses,59,56,,,,24,5
693125,20,114,56,5600,66.66666667,0,2025-10-13 09:56:37,6979401,3,Reaction Time,,,,,,,
693125,20,114,56,5600,66.66666667,0,2025-10-13 09:56:37,6979401,4,Level,,,,20,"17:1:16,17:2:16,19:1:18,20:1:18,21:1:20",,
693125,20,114,56,5600,66.66666667,0,2025-10-13 09:56:37,6979401,6,Bonus Awards,,,0,,,,
691848,20,114,19,1900,22.61904762,0,2025-10-13 09:50:03,6979376,2,Responses,21,19,,,,0,5
691848,20,114,19,1900,22.61904762,0,2025-10-13 09:50:03,6979376,3,Reaction Time,,,,,,,
691848,20,114,19,1900,22.61904762,0,2025-10-13 09:50:03,6979376,4,Level,,,,9,"7:1:5,7:2:5,7:3:5,10:1:8,10:2:8",,
691848,20,114,19,1900,22.61904762,0,2025-10-13 09:50:03,6979376,6,Bonus Awards,,,0,,,,
693592,20,114,51,5100,60.71428571,0,2025-10-13 09:47:21,6979371,2,Responses,52,51,,,,8,6
693592,20,114,51,5100,60.71428571,0,2025-10-13 09:47:21,6979371,3,Reaction Time,,,,,,,
693592,20,114,51,5100,60.71428571,0,2025-10-13 09:47:21,6979371,4,Level,,,,19,"17:1:15,17:2:16,19:1:18,20:1:18,20:2:19",,
693592,20,114,51,5100,60.71428571,0,2025-10-13 09:47:21,6979371,6,Bonus Awards,,,0,,,,
694375,20,114,28,2800,33.33333333,0,2025-10-13 09:38:00,6979347,2,Responses,28,28,,,,1,6
694375,20,114,28,2800,33.33333333,0,2025-10-13 09:38:00,6979347,3,Reaction Time,,,,,,,
694375,20,114,28,2800,33.33333333,0,2025-10-13 09:38:00,6979347,4,Level,,,,12,"11:1:9,12:1:10,12:2:11,13:1:11,13:2:12",,
694375,20,114,28,2800,33.33333333,0,2025-10-13 09:38:00,6979347,6,Bonus Awards,,,0,,,,
694238,20,114,28,2800,33.33333333,0,2025-10-13 09:31:51,6979334,2,Responses,31,28,,,,3,4
694238,20,114,28,2800,33.33333333,0,2025-10-13 09:31:51,6979334,3,Reaction Time,,,,,,,
694238,20,114,28,2800,33.33333333,0,2025-10-13 09:31:51,6979334,4,Level,,,,11,"9:1:7,11:1:9,12:1:10,12:2:11,12:3:11",,
694238,20,114,28,2800,33.33333333,0,2025-10-13 09:31:51,6979334,6,Bonus Awards,,,0,,,,
693629,20,114,66,6600,78.57142857,0,2025-10-13 09:14:11,6979295,2,Responses,73,66,,,,12,7
693629,20,114,66,6600,78.57142857,0,2025-10-13 09:14:11,6979295,3,Reaction Time,,,,,,,
693629,20,114,66,6600,78.57142857,0,2025-10-13 09:14:11,6979295,4,Level,,,,24,"20:1:18,20:2:19,20:3:19,25:1:24,25:2:24",,
693629,20,114,66,6600,78.57142857,0,2025-10-13 09:14:11,6979295,6,Bonus Awards,,,0,,,,
693562,20,114,51,5100,60.71428571,0,2025-10-13 09:11:41,6979288,2,Responses,51,51,,,,13,11
693562,20,114,51,5100,60.71428571,0,2025-10-13 09:11:41,6979288,3,Reaction Time,,,,,,,
693562,20,114,51,5100,60.71428571,0,2025-10-13 09:11:41,6979288,4,Level,,,,19,"12:1:11,19:1:17,19:2:18,20:1:18,20:2:19",,
693562,20,114,51,5100,60.71428571,0,2025-10-13 09:11:41,6979288,6,Bonus Awards,,,0,,,,
694299,20,114,42,4200,50,0,2025-10-13 09:10:58,6979286,2,Responses,43,42,,,,1,9
694299,20,114,42,4200,50,0,2025-10-13 09:10:58,6979286,3,Reaction Time,,,,,,,
694299,20,114,42,4200,50,0,2025-10-13 09:10:58,6979286,4,Level,,,,16,"14:1:13,15:1:13,15:2:14,15:3:14,17:1:15",,
694299,20,114,42,4200,50,0,2025-10-13 09:10:58,6979286,6,Bonus Awards,,,0,,,,
694285,20,114,53,5300,63.0952381,0,2025-10-13 09:02:27,6979261,2,Responses,59,53,,,,0,12
694285,20,114,53,5300,63.0952381,0,2025-10-13 09:02:27,6979261,3,Reaction Time,,,,,,,
694285,20,114,53,5300,63.0952381,0,2025-10-13 09:02:27,6979261,4,Level,,,,20,"13:1:11,13:2:12,15:1:14,20:1:19,21:1:20",,
694285,20,114,53,5300,63.0952381,0,2025-10-13 09:02:27,6979261,6,Bonus Awards,,,0,,,,
595159,20,114,27,2700,32.14285714,0,2025-10-13 08:51:47,6979247,2,Responses,30,27,,,,0,3
595159,20,114,27,2700,32.14285714,0,2025-10-13 08:51:47,6979247,3,Reaction Time,,,,,,,
595159,20,114,27,2700,32.14285714,0,2025-10-13 08:51:47,6979247,4,Level,,,,11,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",,
595159,20,114,27,2700,32.14285714,0,2025-10-13 08:51:47,6979247,6,Bonus Awards,,,0,,,,
691977,20,114,29,2900,34.52380952,0,2025-10-13 08:21:40,6979213,2,Responses,31,29,,,,0,3
691977,20,114,29,2900,34.52380952,0,2025-10-13 08:21:40,6979213,3,Reaction Time,,,,,,,
691977,20,114,29,2900,34.52380952,0,2025-10-13 08:21:40,6979213,4,Level,,,,12,"11:1:9,12:1:10,12:2:11,12:3:11,13:1:11",,
691977,20,114,29,2900,34.52380952,0,2025-10-13 08:21:40,6979213,6,Bonus Awards,,,0,,,,
694192,20,114,5,500,5.952380952,0,2025-10-13 07:23:02,6979168,2,Responses,10,5,,,,0,1
694192,20,114,5,500,5.952380952,0,2025-10-13 07:23:02,6979168,3,Reaction Time,,,,,,,
694192,20,114,5,500,5.952380952,0,2025-10-13 07:23:02,6979168,4,Level,,,,4,"4:1:2,4:2:3,5:1:3,5:2:3,5:3:4",,
694192,20,114,5,500,5.952380952,0,2025-10-13 07:23:02,6979168,6,Bonus Awards,,,0,,,,
694188,20,114,0,0,0,0,2025-10-13 05:51:31,6979106,2,Responses,0,0,,,,0,0
694188,20,114,0,0,0,0,2025-10-13 05:51:31,6979106,3,Reaction Time,,,,,,,
694188,20,114,0,0,0,0,2025-10-13 05:51:31,6979106,4,Level,,,,3,"2:1:1,2:2:1,2:3:2,3:1:2,4:1:2",,
694188,20,114,0,0,0,0,2025-10-13 05:51:31,6979106,6,Bonus Awards,,,0,,,,
694184,20,114,21,2100,25,0,2025-10-13 05:39:04,6979089,2,Responses,22,21,,,,0,1
694184,20,114,21,2100,25,0,2025-10-13 05:39:04,6979089,3,Reaction Time,,,,,,,
694184,20,114,21,2100,25,0,2025-10-13 05:39:04,6979089,4,Level,,,,10,"9:1:7,9:2:8,10:1:8,10:2:8,11:1:9",,
694184,20,114,21,2100,25,0,2025-10-13 05:39:04,6979089,6,Bonus Awards,,,0,,,,
694181,20,114,16,1600,19.04761905,0,2025-10-13 05:09:54,6979048,2,Responses,18,16,,,,0,6
694181,20,114,16,1600,19.04761905,0,2025-10-13 05:09:54,6979048,3,Reaction Time,,,,,,,
694181,20,114,16,1600,19.04761905,0,2025-10-13 05:09:54,6979048,4,Level,,,,7,"6:1:4,7:1:5,7:2:6,8:1:6,8:2:7",,
694181,20,114,16,1600,19.04761905,0,2025-10-13 05:09:54,6979048,6,Bonus Awards,,,0,,,,
461317,20,114,27,2700,32.14285714,0,2025-10-13 05:06:19,6979044,2,Responses,31,27,,,,9,3
461317,20,114,27,2700,32.14285714,0,2025-10-13 05:06:19,6979044,3,Reaction Time,,,,,,,
461317,20,114,27,2700,32.14285714,0,2025-10-13 05:06:19,6979044,4,Level,,,,11,"6:1:4,6:2:5,12:1:10,12:2:10,12:3:11",,
461317,20,114,27,2700,32.14285714,0,2025-10-13 05:06:19,6979044,6,Bonus Awards,,,0,,,,
694171,20,114,13,1300,15.47619048,0,2025-10-13 04:05:40,6978974,2,Responses,13,13,,,,3,2
694171,20,114,13,1300,15.47619048,0,2025-10-13 04:05:40,6978974,3,Reaction Time,,,,,,,
694171,20,114,13,1300,15.47619048,0,2025-10-13 04:05:40,6978974,4,Level,,,,7,"6:1:4,6:2:5,7:1:5,8:1:6,8:2:7",,
694171,20,114,13,1300,15.47619048,0,2025-10-13 04:05:40,6978974,6,Bonus Awards,,,0,,,,
694148,20,114,25,2500,29.76190476,0,2025-10-13 03:29:07,6978931,2,Responses,26,25,,,,1,2
694148,20,114,25,2500,29.76190476,0,2025-10-13 03:29:07,6978931,3,Reaction Time,,,,,,,
694148,20,114,25,2500,29.76190476,0,2025-10-13 03:29:07,6978931,4,Level,,,,11,"10:1:8,10:2:8,11:1:9,11:2:10,12:1:10",,
694148,20,114,25,2500,29.76190476,0,2025-10-13 03:29:07,6978931,6,Bonus Awards,,,0,,,,
694172,20,114,31,3100,36.9047619,0,2025-10-13 03:26:11,6978927,2,Responses,36,31,,,,0,1
694172,20,114,31,3100,36.9047619,0,2025-10-13 03:26:11,6978927,3,Reaction Time,,,,,,,
694172,20,114,31,3100,36.9047619,0,2025-10-13 03:26:11,6978927,4,Level,,,,13,"6:1:4,7:1:5,7:2:5,7:3:6,14:1:13",,
694172,20,114,31,3100,36.9047619,0,2025-10-13 03:26:11,6978927,6,Bonus Awards,,,0,,,,
694167,20,114,47,4700,55.95238095,0,2025-10-13 02:39:22,6978880,2,Responses,53,47,,,,2,4
694167,20,114,47,4700,55.95238095,0,2025-10-13 02:39:22,6978880,3,Reaction Time,,,,,,,
694167,20,114,47,4700,55.95238095,0,2025-10-13 02:39:22,6978880,4,Level,,,,18,"17:1:16,18:1:17,18:2:17,19:1:17,19:2:18",,
694167,20,114,47,4700,55.95238095,0,2025-10-13 02:39:22,6978880,6,Bonus Awards,,,0,,,,
694163,20,114,25,2500,29.76190476,0,2025-10-13 02:37:03,6978877,2,Responses,27,25,,,,0,1
694163,20,114,25,2500,29.76190476,0,2025-10-13 02:37:03,6978877,3,Reaction Time,,,,,,,
694163,20,114,25,2500,29.76190476,0,2025-10-13 02:37:03,6978877,4,Level,,,,11,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",,
694163,20,114,25,2500,29.76190476,0,2025-10-13 02:37:03,6978877,6,Bonus Awards,,,0,,,,
340675,20,114,25,2500,29.76190476,0,2025-10-13 02:13:44,6978846,2,Responses,27,25,,,,1,1
340675,20,114,25,2500,29.76190476,0,2025-10-13 02:13:44,6978846,3,Reaction Time,,,,,,,
340675,20,114,25,2500,29.76190476,0,2025-10-13 02:13:44,6978846,4,Level,,,,11,"10:1:8,10:2:8,11:1:9,11:2:9,12:1:10",,
340675,20,114,25,2500,29.76190476,0,2025-10-13 02:13:44,6978846,6,Bonus Awards,,,0,,,,
694164,20,114,24,2400,28.57142857,0,2025-10-13 02:05:47,6978833,2,Responses,27,24,,,,0,5
694164,20,114,24,2400,28.57142857,0,2025-10-13 02:05:47,6978833,3,Reaction Time,,,,,,,
694164,20,114,24,2400,28.57142857,0,2025-10-13 02:05:47,6978833,4,Level,,,,11,"6:1:4,10:1:9,11:1:9,12:1:10,12:2:10",,
694164,20,114,24,2400,28.57142857,0,2025-10-13 02:05:47,6978833,6,Bonus Awards,,,0,,,,
694166,20,114,18,1800,21.42857143,0,2025-10-13 01:43:40,6978801,2,Responses,19,18,,,,2,6
694166,20,114,18,1800,21.42857143,0,2025-10-13 01:43:40,6978801,3,Reaction Time,,,,,,,
694166,20,114,18,1800,21.42857143,0,2025-10-13 01:43:40,6978801,4,Level,,,,9,"8:1:6,9:1:7,10:1:8,10:2:8,10:3:8",,
694166,20,114,18,1800,21.42857143,0,2025-10-13 01:43:40,6978801,6,Bonus Awards,,,0,,,,
694140,20,114,31,3100,36.9047619,0,2025-10-13 01:38:35,6978795,2,Responses,32,31,,,,1,2
694140,20,114,31,3100,36.9047619,0,2025-10-13 01:38:35,6978795,3,Reaction Time,,,,,,,
694140,20,114,31,3100,36.9047619,0,2025-10-13 01:38:35,6978795,4,Level,,,,13,"11:1:9,11:2:9,11:3:10,14:1:12,14:2:13",,
694140,20,114,31,3100,36.9047619,0,2025-10-13 01:38:35,6978795,6,Bonus Awards,,,0,,,,
694159,20,114,28,2800,33.33333333,0,2025-10-13 01:21:57,6978769,2,Responses,29,28,,,,3,0
694159,20,114,28,2800,33.33333333,0,2025-10-13 01:21:57,6978769,3,Reaction Time,,,,,,,
694159,20,114,28,2800,33.33333333,0,2025-10-13 01:21:57,6978769,4,Level,,,,12,"11:1:9,11:2:10,12:1:10,12:2:11,13:1:11",,
694159,20,114,28,2800,33.33333333,0,2025-10-13 01:21:57,6978769,6,Bonus Awards,,,0,,,,
694147,20,114,27,2700,32.14285714,0,2025-10-13 01:09:45,6978742,2,Responses,28,27,,,,1,1
694147,20,114,27,2700,32.14285714,0,2025-10-13 01:09:45,6978742,3,Reaction Time,,,,,,,
694147,20,114,27,2700,32.14285714,0,2025-10-13 01:09:45,6978742,4,Level,,,,11,"12:1:10,12:2:10,12:3:10,12:4:11,12:5:11",,
694147,20,114,27,2700,32.14285714,0,2025-10-13 01:09:45,6978742,6,Bonus Awards,,,0,,,,
694150,20,114,43,4300,51.19047619,0,2025-10-13 01:02:06,6978722,2,Responses,47,43,,,,4,3
694150,20,114,43,4300,51.19047619,0,2025-10-13 01:02:06,6978722,3,Reaction Time,,,,,,,
694150,20,114,43,4300,51.19047619,0,2025-10-13 01:02:06,6978722,4,Level,,,,17,"12:1:10,12:2:11,13:1:12,16:1:14,18:1:16",,
694150,20,114,43,4300,51.19047619,0,2025-10-13 01:02:06,6978722,6,Bonus Awards,,,0,,,,
694160,20,114,97,9700,100,0,2025-10-13 00:59:29,6978716,2,Responses,98,97,,,,2,8
694160,20,114,97,9700,100,0,2025-10-13 00:59:29,6978716,3,Reaction Time,,,,,,,
694160,20,114,97,9700,100,0,2025-10-13 00:59:29,6978716,4,Level,,,,29,"13:1:12,26:1:25,30:1:30,30:2:30,30:3:30",,
694160,20,114,97,9700,100,0,2025-10-13 00:59:29,6978716,6,Bonus Awards,,,0,,,,
513956,20,114,29,2900,34.52380952,0,2025-10-13 00:49:01,6978685,2,Responses,31,29,,,,3,4
513956,20,114,29,2900,34.52380952,0,2025-10-13 00:49:01,6978685,3,Reaction Time,,,,,,,
513956,20,114,29,2900,34.52380952,0,2025-10-13 00:49:01,6978685,4,Level,,,,12,"12:1:10,12:2:10,12:3:10,12:4:11,13:1:12",,
513956,20,114,29,2900,34.52380952,0,2025-10-13 00:49:01,6978685,6,Bonus Awards,,,0,,,,
694156,20,114,15,1500,17.85714286,0,2025-10-13 00:46:23,6978673,2,Responses,21,15,,,,1,1
694156,20,114,15,1500,17.85714286,0,2025-10-13 00:46:23,6978673,3,Reaction Time,,,,,,,
694156,20,114,15,1500,17.85714286,0,2025-10-13 00:46:23,6978673,4,Level,,,,8,"7:1:5,8:1:6,8:2:6,8:3:7,9:1:7",,
694156,20,114,15,1500,17.85714286,0,2025-10-13 00:46:23,6978673,6,Bonus Awards,,,0,,,,
694154,20,114,12,1200,14.28571429,0,2025-10-13 00:40:15,6978657,2,Responses,13,12,,,,0,2
694154,20,114,12,1200,14.28571429,0,2025-10-13 00:40:15,6978657,3,Reaction Time,,,,,,,
694154,20,114,12,1200,14.28571429,0,2025-10-13 00:40:15,6978657,4,Level,,,,6,"6:1:4,6:2:5,7:1:5,7:2:5,7:3:6",,
694154,20,114,12,1200,14.28571429,0,2025-10-13 00:40:15,6978657,6,Bonus Awards,,,0,,,,
694146,20,114,13,1300,15.47619048,0,2025-10-13 00:38:06,6978650,2,Responses,16,13,,,,0,2
694146,20,114,13,1300,15.47619048,0,2025-10-13 00:38:06,6978650,3,Reaction Time,,,,,,,
694146,20,114,13,1300,15.47619048,0,2025-10-13 00:38:06,6978650,4,Level,,,,7,"7:1:5,7:2:5,8:1:6,8:2:6,8:3:6",,
694146,20,114,13,1300,15.47619048,0,2025-10-13 00:38:06,6978650,6,Bonus Awards,,,0,,,,
694143,20,114,11,1100,13.0952381,0,2025-10-13 00:27:21,6978619,2,Responses,13,11,,,,1,0
694143,20,114,11,1100,13.0952381,0,2025-10-13 00:27:21,6978619,3,Reaction Time,,,,,,,
694143,20,114,11,1100,13.0952381,0,2025-10-13 00:27:21,6978619,4,Level,,,,6,"2:1:2,6:1:4,6:2:4,7:1:5,7:2:5",,
694143,20,114,11,1100,13.0952381,0,2025-10-13 00:27:21,6978619,6,Bonus Awards,,,0,,,,
694139,20,114,26,2600,30.95238095,0,2025-10-13 00:25:18,6978613,2,Responses,29,26,,,,12,0
694139,20,114,26,2600,30.95238095,0,2025-10-13 00:25:18,6978613,3,Reaction Time,,,,,,,
694139,20,114,26,2600,30.95238095,0,2025-10-13 00:25:18,6978613,4,Level,,,,11,"11:1:9,12:1:10,12:2:10,12:3:11,12:4:11",,
694139,20,114,26,2600,30.95238095,0,2025-10-13 00:25:18,6978613,6,Bonus Awards,,,0,,,,
694157,20,114,42,4200,50,0,2025-10-13 00:23:35,6978608,2,Responses,43,42,,,,2,5
694157,20,114,42,4200,50,0,2025-10-13 00:23:35,6978608,3,Reaction Time,,,,,,,
694157,20,114,42,4200,50,0,2025-10-13 00:23:35,6978608,4,Level,,,,16,"14:1:13,15:1:13,15:2:14,16:1:15,17:1:16",,
694157,20,114,42,4200,50,0,2025-10-13 00:23:35,6978608,6,Bonus Awards,,,0,,,,
694127,20,114,11,1100,13.0952381,0,2025-10-13 00:09:42,6978578,2,Responses,13,11,,,,1,1
694127,20,114,11,1100,13.0952381,0,2025-10-13 00:09:42,6978578,3,Reaction Time,,,,,,,
694127,20,114,11,1100,13.0952381,0,2025-10-13 00:09:42,6978578,4,Level,,,,7,"6:1:4,7:1:5,7:2:5,8:1:6,8:2:6",,
694127,20,114,11,1100,13.0952381,0,2025-10-13 00:09:42,6978578,6,Bonus Awards,,,0,,,,
608035,20,114,29,2900,34.52380952,0,2025-10-12 23:41:15,6978534,2,Responses,32,29,,,,3,6
608035,20,114,29,2900,34.52380952,0,2025-10-12 23:41:15,6978534,3,Reaction Time,,,,,,,
608035,20,114,29,2900,34.52380952,0,2025-10-12 23:41:15,6978534,4,Level,,,,12,"12:1:10,12:2:10,12:3:10,12:4:11,13:1:11",,
608035,20,114,29,2900,34.52380952,0,2025-10-12 23:41:15,6978534,6,Bonus Awards,,,0,,,,
694141,20,114,15,1500,17.85714286,0,2025-10-12 23:33:44,6978520,2,Responses,16,15,,,,1,4
694141,20,114,15,1500,17.85714286,0,2025-10-12 23:33:44,6978520,3,Reaction Time,,,,,,,
694141,20,114,15,1500,17.85714286,0,2025-10-12 23:33:44,6978520,4,Level,,,,7,"6:1:4,7:1:5,7:2:5,7:3:6,8:1:7",,
694141,20,114,15,1500,17.85714286,0,2025-10-12 23:33:44,6978520,6,Bonus Awards,,,0,,,,
680963,20,114,26,2600,30.95238095,0,2025-10-12 22:38:21,6978429,2,Responses,29,26,,,,1,0
680963,20,114,26,2600,30.95238095,0,2025-10-12 22:38:21,6978429,3,Reaction Time,,,,,,,
680963,20,114,26,2600,30.95238095,0,2025-10-12 22:38:21,6978429,4,Level,,,,11,"7:1:6,8:1:6,10:1:9,12:1:10,12:2:10",,
680963,20,114,26,2600,30.95238095,0,2025-10-12 22:38:21,6978429,6,Bonus Awards,,,0,,,,
694079,20,114,45,4500,53.57142857,0,2025-10-12 22:27:44,6978417,2,Responses,47,45,,,,1,4
694079,20,114,45,4500,53.57142857,0,2025-10-12 22:27:44,6978417,3,Reaction Time,,,,,,,
694079,20,114,45,4500,53.57142857,0,2025-10-12 22:27:44,6978417,4,Level,,,,18,"10:1:8,11:1:9,18:1:17,18:2:17,19:1:17",,
694079,20,114,45,4500,53.57142857,0,2025-10-12 22:27:44,6978417,6,Bonus Awards,,,0,,,,
694130,20,114,6,600,7.142857143,0,2025-10-12 22:15:56,6978401,2,Responses,6,6,,,,0,1
694130,20,114,6,600,7.142857143,0,2025-10-12 22:15:56,6978401,3,Reaction Time,,,,,,,
694130,20,114,6,600,7.142857143,0,2025-10-12 22:15:56,6978401,4,Level,,,,4,"4:1:2,4:2:3,5:1:3,5:2:3,5:3:4",,
694130,20,114,6,600,7.142857143,0,2025-10-12 22:15:56,6978401,6,Bonus Awards,,,0,,,,
530230,20,114,7,700,8.333333333,0,2025-10-12 22:10:45,6978392,2,Responses,9,7,,,,0,0
530230,20,114,7,700,8.333333333,0,2025-10-12 22:10:45,6978392,3,Reaction Time,,,,,,,
530230,20,114,7,700,8.333333333,0,2025-10-12 22:10:45,6978392,4,Level,,,,5,"5:1:3,5:2:4,6:1:4,6:2:4,6:3:5",,
530230,20,114,7,700,8.333333333,0,2025-10-12 22:10:45,6978392,6,Bonus Awards,,,0,,,,
694120,20,114,17,1700,20.23809524,0,2025-10-12 21:57:45,6978369,2,Responses,18,17,,,,0,4
694120,20,114,17,1700,20.23809524,0,2025-10-12 21:57:45,6978369,3,Reaction Time,,,,,,,
694120,20,114,17,1700,20.23809524,0,2025-10-12 21:57:45,6978369,4,Level,,,,8,"8:1:6,8:2:6,8:3:7,9:1:7,9:2:7",,
694120,20,114,17,1700,20.23809524,0,2025-10-12 21:57:45,6978369,6,Bonus Awards,,,0,,,,
